Title;Rating Number;Rating Word;Review;Author Information
Tomb Raider Underworld Review;7;Good; Tomb Raider Underworld will satisfy fans of Lara's previous adventures, but it does little to address previous games' problems.;
Skate It Review;7.5;Good; Intuitive controls and a lengthy list of features make Skate It a good choice if you want to go skateboarding on your DS.;
Tales of Symphonia: Dawn of the New World Review;6.5;Fair; Dawn of the New World is a sequel that fails to establish itself as anything more than fan fare.;
Little Red Riding Hood's Zombie BBQ Review;5.5;Mediocre; Pesky controls and irritating slowdown curtail the fun you'll have in this zombie shooter.;
Tecmo Bowl: Kickoff Review;6;Fair; This misguided remake proves that you can never go home again.;
Tornado Review;4.5;Poor; Though Tornado's core gameplay is based on a solid foundation, its few major drawbacks are too severe to ignore.;
Legendary Review;3.5;Bad; This frustratingly bad shooter is not the stuff legends are made of.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Populous Review;5;Mediocre; Even fond memories of the 1989 original can't disguise the fact that Populous isn't relevant or fun almost 20 years later.;
Luminous Arc 2 Review;7;Good; Luminous Arc 2 is formulaic but charming, a solid strategy RPG that hooks you in with warriors of might and magic.;
Namco Museum Virtual Arcade Review;7.5;Good; Namco Museum is an impressive collection of classics that span the entire history of arcade gaming.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Tomb Raider Underworld Review;7;Good; Tomb Raider Underworld will satisfy fans of Lara's previous adventures, but it does little to address previous games' problems.;
Chrono Trigger Review;8.5;Great; This perennial time-travel adventure is worth falling in love with all over again.;
The Last Remnant Review;6.5;Fair; Technical flaws mar, but don't totally destroy, this long and fascinating role-playing game.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Banjo-Kazooie: Nuts & Bolts Review;8.5;Great; An excellent vehicle creator and a variety of fun missions make Banjo's return to gaming a blast.;
Carnival Games: Mini-Golf Review;3.5;Bad; Poor controls and a ton of pointless gimmicks make for one frustrating round of Astroturf golf.;
Guilty Gear 2: Overture Review;4.5;Poor; Guilty Gear 2 may be an interesting experiment in cross-genre game design, but it's mostly a shallow mess.;
Guitar Hero On Tour: Decades Review;6;Fair; Guitar Hero On Tour: Decades improves minimally upon its predecessor, but not in the areas that matter most.;
Valkyria Chronicles Review;8.5;Great; A boldly refreshing strategy RPG that is both beautiful to look at and fun to play.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Disney Think Fast Review;5;Mediocre; This family-friendly trivia game is fun while it lasts, but its mostly easy questions are repeated far too frequently.;
Brothers in Arms: Double Time Review;4.5;Poor; Double Time gives you double the frustration for half the price.;
Mortal Kombat vs. DC Universe Review;7.5;Good; The MK and DC crowds are a surprisingly good combo, but questionable roster balancing keeps this enjoyable fighter from achieving greatness.;
Left 4 Dead Review;8.5;Great; Left 4 Dead makes both sides of the zombie apocalypse a thrill to experience, as long as you're not alone.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Mortal Kombat vs. DC Universe Review;7.5;Good; The MK and DC crowds are a surprisingly good combo, but questionable roster balancing keeps this enjoyable fighter from achieving greatness.;
Rayman Raving Rabbids TV Party Review;6;Fair; The crazy sense of humor remains intact, but hackneyed and rudimentary motion controls have lost almost all of their luster.;
A Kingdom for Keflings Review;8;Great; A Kingdom for Keflings offers an enjoyable and laid back city-building experience.;
Need for Speed Undercover Review;7;Good; Need for Speed returns to its roots with hokey cutscenes, wild cop chases, and solid racing action.;
You're in the Movies Review;4.5;Poor; You're in the Movies is a box-office bust, despite featuring your own recognizable stars.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Neverland Card Battles Review;4;Poor; Neverland Card Battles gets off to a poor start and goes downhill from there.;
Need for Speed Undercover Review;7;Good; Need for Speed returns to its roots with hokey cutscenes, wild cop chases, and solid racing action.;
Transformers Animated: The Game Review;6.5;Fair; Though it's short and easy, Transformers Animated features some interesting gameplay and great presentation.;
Lips Review;6.5;Fair; Lips' wireless mics and excellent song selection make for an evening's worth of entertainment, but it has little to offer solo players.;
Need for Speed Undercover Review;6.5;Fair; Need for Speed returns to its roots with hokey cutscenes, wild cop chases, and solid racing action.;
Animal Crossing: City Folk Review;7.5;Good;" City Folk offers more of the same Animal Crossing gameplay that you know and love, with the emphasis on ""same.""";
Left 4 Dead Review;8.5;Great; Left 4 Dead makes both sides of the zombie apocalypse a thrill to experience, as long as you're not alone.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Ninjatown Review;8;Great; Ninjatown is an intuitive strategy experience that anyone can enjoy.;
NCAA Basketball 09 Review;7;Good; Thanks to a new game engine coupled with improvements to atmosphere and online play, NCAA Basketball 09 is a good game.;
NCAA Basketball 09 Review;7;Good; Thanks to a new game engine coupled with improvements to atmosphere and online play, NCAA Basketball 09 is a good game.;
Monster Lab Review;6.5;Fair; Monster Lab has a ton of monster-making potential, but poor controls ruin this experiment.;
Sacred 2: Fallen Angel Review;7;Good; Although Sacred 2: Fallen Angel doesn't break any new ground, it does impressive work freshening up an old formula.;
Midnight Club: LA Remix Review;7.5;Good; Almost as much an RPG as it is a racer, Midnight Club: LA Remix would be a very good addition to any patient car nut's portable library.;
Goosebumps: HorrorLand Review;3.5;Bad; The controls in this horror-themed minigame collection are possessed by an evil spirit whose only goal is to drive you mad.;
Naruto: Path of the Ninja 2 Review;5;Mediocre; Though it's an endearing attempt at evoking 16-bit nostalgia, Naruto: Path of the Ninja 2 feels a little too dated.;
Dragon Ball: Origins Review;8;Great; It's not only one of the best Dragon Ball titles, it's also a great action adventure game.;
FIFA 09 All-Play Review;8;Great; New controls, improved online play, and eight-player support make FIFA 09 All-Play a fine upgrade to last yearâ€™s Wii debut.;
Shaun White Snowboarding Review;5;Mediocre; Frustrating issues make Shaun White Snowboarding seem less like a downhill rush and more like an uphill grind.;
Madagascar: Escape 2 Africa Review;7.5;Good; Lots of variety and funny cutscenes make the second Madagascar game a good reason to escape to Africa.;
Command & Conquer: Red Alert 3 Review;7;Good; The Xbox 360 version of this humorous strategy game can be fun, but it falls short in a few key areas.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Naruto: Clash of Ninja Revolution 2 Review;7.5;Good; Thereâ€™s much to do in this fun, but strictly offline fighting game.;
Star Wars The Clone Wars: Lightsaber Duels Review;6.5;Fair; Wield--or at least waggle--the power of the Force in this cinematic but repetitive fighter.;
Call of Duty: World at War Review;8.5;Great; World at War brings proven Call of Duty mechanics back to WWII with great success.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Call of Duty: World at War Review;8.5;Great; World at War brings proven Call of Duty mechanics back to WWII with great success.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Shaun White Snowboarding Review;5;Mediocre; Frustrating issues make Shaun White Snowboarding seem less like a downhill rush and more like an uphill grind.;
Call of Duty: World at War Review;8.5;Great; World at War brings proven Call of Duty mechanics back to WWII with great success.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Naruto: Ultimate Ninja Storm Review;7.5;Good; This enjoyable anime-inspired fighter nails the look and feel of the source material but places too much importance on mediocre minigames.;
Rock Revolution Review;3.5;Bad; You say you want a revolution? Be careful what you ask for.;
Pro Evolution Soccer 2009 Review;6.5;Fair; Pro Evolution Soccer 2009 features a couple of new game modes, but things are still largely unchanged in Konami's football franchise.;Former staff writer for GameSpot.co.uk, now digital marketing manager in arts.
Rock Revolution Review;3.5;Bad; You say you want a revolution? Be careful what you ask for.;
Mirror's Edge Review;7;Good; Mirror's Edge offers occasional thrills, provided you can get past some awkward stumbles.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Mirror's Edge Review;7;Good; Mirror's Edge offers occasional thrills, provided you can get past some awkward stumbles.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Rock Band 2 Review;8.5;Great; Even though Rock Band 2 plays it safe with only minor improvements and additions, it still rocks.;
Legendary Review;3.5;Bad; This frustratingly bad first-person shooter is not the stuff legends are made of.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
MotoGP 08 Review;7;Good; MotoGP 08 is meat-and-potatoes racing with enough challenge to keep two-wheeled gearheads busy for a long time.;
The Golden Horde Review;6;Fair; A unique subject matter is the most compelling aspect of this otherwise boring real-time strategy game.;
MotoGP 08 Review;7;Good; MotoGP 08 is meat-and-potatoes racing with enough challenge to keep two-wheeled gearheads busy for a long time.;
MotoGP 08 Review;7;Good; MotoGP 08 is meat-and-potatoes racing with enough challenge to keep two-wheeled gearheads busy for weeks.;
Vigilante 8 Arcade Review;4.5;Poor; A new coat of paint can't save this busted and broken remake.;
Dark Horizon Review;4.5;Poor; Dark Horizon is an improvement on its Tarr Chronicles predecessor, but that isn't saying much.;
MySims Kingdom Review;5.5;Mediocre; This is last year's unremarkable MySims game with a few changes and a new name.;
Tom Clancy's EndWar Review;7.5;Good; At its core, EndWar is a bit too simple, but it does offer a unique voice command system and terrific production values.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Tom Clancy's EndWar Review;7.5;Good; At its core, EndWar is a bit too simple, but it does offer a unique voice command system and terrific production values.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Scene It? Box Office Smash Review;8;Great; Scene It? Box Office Smash leaves the back lot and goes on location with new modes, improved special effects, and great online play.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
The Legend of Spyro: Dawn of the Dragon Review;5;Mediocre; Lackluster gameplay makes this a disappointing conclusion to the Legend of Spyro series.;
MySims Kingdom Review;7.5;Good; With its cheerful style and accessible gameplay, MySims Kingdom steps out of The Sims' shadow to stand on its own as a fun adventure.;
Spectrobes: Beyond the Portals Review;5;Mediocre; Problems are more plentiful than the collectible monsters in Spectrobes: Beyond the Portals, the epitome of how not to make a Poke-clone.;
The Legend of Spyro: Dawn of the Dragon Review;5;Mediocre; Lackluster gameplay makes this a disappointing conclusion to the Legend of Spyro series.;
Guitar Hero World Tour Review;8;Great; That's one giant leap for a franchise, one small step for a genre.;
Guitar Hero World Tour Review;8;Great; That's one giant leap for a franchise;
Resistance 2 Review;9;Superb; Resistance 2 is bigger, better, and broader--everything a stellar sequel should be.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Sam & Max: Season One Review;7;Good; A few technical issues get in the way, but the hilarity of this adventure series still shines through.;
James Bond: Quantum of Solace Review;7;Good; Quantum of Solace will leave you shaken and stirred, but not entirely satisfied.;
Bleach: Dark Souls Review;8;Great; Bleach: Dark Souls improves upon what was already a fantastic game, and belongs in your fighting game collection.;
The Legend of Spyro: Dawn of the Dragon Review;5;Mediocre; Lackluster gameplay makes this a disappointing conclusion to the Legend of Spyro series.;
Dead Space Review;9;Superb; An incredibly atmospheric and disturbingly gruesome deep-space adventure that will haunt your dreams and leave you begging for more.;
World of Goo Review;9;Superb; Innovative, addictive, and delightfully weird, World of Goo is a superb puzzle game.;
Gears of War 2 Review;9;Superb; Gears of War 2's new environments, weapons, and multiplayer features round out an all-around superior action package.;
Guitar Hero World Tour Review;8;Great; That's one giant leap for a franchise;
Star Ocean: First Departure Review;6;Fair; Star Ocean: First Departure's updated presentation fails to disguise its shallow gameplay or limited appeal.;
War World Review;4;Poor; War World is an uninspired mech combat game that isn't worth your time.;
BioShock Review;9;Superb; Intriguing moral choices and a chilling story make BioShock a must-play adventure, even a year later.;
Portal: Still Alive Review;8.5;Great; Portal: Still Alive adds some sugar to the hugely successful recipe, but it's not enough to entice veterans back for a second serving.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Nikopol: Secrets of the Immortals Review;5.5;Mediocre; Even for a French adventure, Nikopol is awfully surreal.;
Away: Shuffle Dungeon Review;5.5;Mediocre; You may want to shuffle away from this dungeon crawler.;
The Legend of Kage 2 Review;7.5;Good; The Legend of Kage 2 is a good sequel with great boss battles and plenty of action.;
Rhiannon: Curse of the Four Branches Review;7.5;Good; Welsh spooks, ancient myths, and subtle scares abound in this stylish point-and-click adventure.;
Are You Smarter Than a 5th Grader: Make the Grade Review;7.5;Good; Despite some difficulty spikes, Are You Smarter Than a 5th Grader? is a welcome addition to the booming collection of Xbox 360 trivia games;
World of Goo Review;9;Superb; Innovative, addictive, and delightfully weird, World of Goo is a superb puzzle game.;
Bully: Scholarship Edition Review;6;Fair; A lazy porting job hinders Bully's classic classroom hijinks.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Shotest Shogi Review;6;Fair; Shotest Shogi is a challenging experience that relies on you having at least a passing familiarity with the tabletop game that it's based on.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode Two Review;7.5;Good; Penny Arcade Episode 2 has the same humor and frantic combat of the previous game, but its devotion to the absurd will alienate some people.;
Spider-Man: Web of Shadows Review;8;Great; Web of Shadows is a fast-paced, soaring superhero adventure that delivers just about everything a Spider-Man game should.;
Golden Axe: Beast Rider Review;5;Mediocre; This halfhearted revival attempt leaves Golden Axe lifeless and dull.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
The Immortals of Terra: A Perry Rhodan Adventure Review;5.5;Mediocre; Even an innovative sci-fi setting can't save the illogical and boring Immortals of Terra.;
Dead Space Review;9;Superb; An incredibly atmospheric and disturbingly gruesome deep-space adventure that will haunt your dreams and leave you begging for more.;
Golden Axe: Beast Rider Review;5;Mediocre; This half-hearted revival attempt leaves Golden Axe lifeless and dull.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Zoo Hospital Review;4.5;Poor; Cute critters fail to keep this medical-themed puzzler from flatlining.;
Castlevania: Order of Ecclesia Review;8.5;Great; Ecclesia steps outside the castle walls and summons one of the greatest Castlevania titles in years.;
Spider-Man: Web of Shadows Review;6;Fair; The makings of a good Spider-Man game are here, but awkward controls prevent Web of Shadows from reaching full swing.;
Fallout 3 Review;9;Superb; Fallout 3 is a profoundly engrossing role-playing game just waiting to reveal its deep, dark mysteries.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Fallout 3 Review;9;Superb; Fallout 3 is a profoundly engrossing role-playing game just waiting to reveal its deep, dark mysteries.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
CrazyMouse Review;3;Bad; CrazyMouse should have stayed in its hole.;Former GameSpot staff member. Former GameSpot VIP. Lifetime member of the GameSpot community. Aspiring Castle Crasher.
Blitz: The League II Review;7.5;Good; Midway's arcade football franchise breaks all the rules, plus your arms, legs, skull, scrotum, and spleen. If that sounds like fun, it's because it is.;
Valhalla Knights 2 Review;3.5;Bad; You'll find monsters, loot, and frustrations galore lurking in the shadows of this tedious dungeon crawler.;
Wii Music Review;6.5;Fair; Wii Music is fun and charming, but it's also simple and shallow.;
Blitz: The League II Review;7.5;Good; Midway's arcade football franchise breaks all the rules, plus your arms, legs, skull, scrotum, and spleen. If that sounds like fun, it's because it is.;
MotorStorm: Pacific Rift Review;8;Great; More content and clever courses make Pacific Rift everything you'd want in a Motorstorm sequel.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Game Party 2 Review;3.5;Bad; Game Party 2 is a completely unoriginal minigame collection just waiting to take advantage of uninformed casual gamers.;
Eternal Sonata Review;8.5;Great; A year later, this captivating role-playing game is still gorgeous to look at and fun to play.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Tiger Woods PGA Tour 09 All-Play Review;8;Great; Realistic golf-swing controls and a host of exclusive party games make Tiger Woods 09 on the Wii a great golfing experience.;
Spider-Man: Web of Shadows Review;8;Great; Web of Shadows is a fast-paced, soaring superhero adventure that delivers just about everything a Spider-Man game should.;
Pro Evolution Soccer 2009  Review;7;Good; Pro Evolution Soccer 2009 is an improvement on last year's game, but this is a series that desperately needs a complete overhaul.;
Air Traffic Chaos Review;8;Great; Air Traffic Chaos has all of the fun of controlling the friendly skies, without any of the gruesome consequences and desperate thoughts of suicide.;
Pro Evolution Soccer 2009  Review;7;Good; Pro Evolution Soccer 2009 is an improvement on last year's game, but this is a series that desperately needs a complete overhaul.;
Command & Conquer: Red Alert 3 Review;8;Great; Red Alert 3 is a raucously fun strategy game that overcomes its issues with both style and substance.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Fallout 3 Review;8.5;Great; Fallout 3 is a profoundly engrossing role-playing game just waiting to reveal its deep, dark mysteries.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Midnight Club: Los Angeles Review;7.5;Good; Midnight Club is fast, beautiful, and way too hard.;
Midnight Club: Los Angeles Review;7.5;Good; Midnight Club is fast, beautiful, and way too hard.;
SOCOM: U.S. Navy SEALs Confrontation Review;6.5;Fair; The excitement and tension of SOCOM's signature combat are blunted by technical issues in the series' multiplayer-only PlayStation 3 debut.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
NBA 09: The Inside Review;5;Mediocre; Despite the inclusion of The Life story mode, NBA 09's lack of depth and numerous gameplay flaws cause it to fall short.;
Silent Hill: Homecoming Review;6.5;Fair; Eye-catching visuals and creepy atmosphere aren't enough to make up for this game's poor pacing, cheap tricks, and muddled story.;
MLB Stickball Review;4.5;Poor; Proof that simplicity isn't always a good thing, this cutesy baseball download is so vapid youâ€™ll lose interest well before the 7th-inning stretch.;
NBA Live 09 Review;7.5;Good; NBA Live 09's gameplay has again seen some improvement, but there are still a few rough edges.;
SimCity Creator Review;7.5;Good; Taking a page from the Civilization handbook, SimCity Creator offers an enjoyable evolutionary building experience.;
Little Big Planet Review;9;Superb; Little Big Planet is a novel, imaginative, and highly customisable platform game.;
Far Cry 2 Review;8.5;Great; Although you can't say the same for the plot, Far Cry 2's first-person action squeezes every last drop of potential out of the unique African setting.;
Far Cry 2 Review;8.5;Great; Although you can't say the same for the plot, Far Cry 2's first-person action squeezes every last drop of potential out of the unique African setting.;
Far Cry 2 Review;8.5;Great; Although you can't say the same for the plot, Far Cry 2's first-person action squeezes every last drop of potential out of the unique African setting.;
The Settlers: Rise of an Empire Gold Edition Review;6;Fair; The Eastern Realm expansion is the lone highlight of this Gold Edition of last year's The Settlers: Rise of an Empire.;
NBA Live 09 Review;7.5;Good; NBA Live 09's gameplay has again seen some improvement, but there are still a few rough edges.;
Age of Booty Review;7;Good; This pirate-themed strategy game is accessible enough to be enjoyed by just about anyone.;
Shadow Assault Tenchu Review;5.5;Mediocre; With a focus on trap deployment and confusing free-for-all multiplayer, this doesn't feel much like a Tenchu game at all.;
The Guild 2: Venice Review;4;Poor; This stand-alone Venetian expansion adds practically nothing to the gameplay of The Guild 2.;
Rebel Raiders: Operation Nighthawk Review;3.5;Bad; Rebel Raiders takes dull, mindless air combat action into the danger zone.;
Brothers in Arms: Hell's Highway Review;8.5;Great; Hell's Highway proves to be an exciting, engaging ride despite a few bumps along the way.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Dead Space Review;9;Superb; An incredibly atmospheric and disturbingly gruesome deep-space adventure that will haunt your dreams and leave you begging for more.;
Lost in Blue: Shipwrecked Review;4.5;Poor; The pleasures of island life are cast away by constant frustrations in this tedious survival game.;
Saints Row 2 Review;8;Great; Saints Row 2 is crass, immature, and really fun.;
Spider-Man: Web of Shadows Review;7;Good; Web of Shadows takes Spider-Man into new territory with an enjoyable action adventure romp that's over too soon.;
Fable II Review;8.5;Great; This Fable is light on morals and rich with adventure.;
Crash Bandicoot: Mind Over Mutant Review;5.5;Mediocre; Crash Bandicoot's latest adventure has too much backtracking and too many camera problems to make it recommendable.;
Saints Row 2 Review;8;Great; Saints Row 2 is crass, immature, and really fun.;
Duke Nukem 3D Review;8;Great; Duke is back and he's still out of bubble gum. Come get some.;
SimCity Creator Review;6;Fair; Poor controls and superfluous features hurt what is otherwise an enjoyable SimCity game.;
Line Rider 2: Unbound Review;7;Good; In Line Rider 2: Unbound, you'll experience a love-hate relationship with squiggly lines.;
Fate: Undiscovered Realms Review;7;Good; It might not be creative, but Fate: Undiscovered Realms is a solid extension of the original hack-and-slash role-playing game.;
Mega Man 9 Review;8.5;Great; The original blue bomber returns in an all new adventure that will bring you back to the good old days of incredibly hard but simple games.;
Harvest Moon: Tree of Tranquility Review;6;Fair; With only minimal improvements to a well-worn formula, the Harvest Moon series is starting to show its age.;
Time Hollow Review;5.5;Mediocre; There's a cool time-bending story to this adventure, but the simplistic gameplay saps much of the fun.;
Fracture Review;6;Fair; The ability to alter terrain isn't enough to save Fracture from becoming the latest run-of-the-mill shooter.;
Unsolved Crimes Review;6;Fair; There's a series of interesting crimes to solve in this DS adventure, but uncovering the truth is just too simple.;
Fracture Review;6;Fair; The ability to alter terrain isn't enough to save Fracture from becoming the latest run-of-the-mill shooter.;
NBA 2K9 Review;8;Great; NBA 2K9's game is strong, but most of its new features won't be appreciated by the average Joe.;
Everlight Review;4.5;Poor; Lame jokes and long loads are all you need to know about point-and-click adventure Everlight.;
NBA 2K9 Review;8;Great; NBA 2K9's game is strong, but most of its new features won't be appreciated by the average Joe.;
Sonic Chronicles: The Dark Brotherhood Review;6.5;Fair; Sonic's first foray into the role-playing realm is a laudable effort, but it ultimately falls short of its potential.;
Sid Meier's Civilization IV: Colonization Review;8;Great; Colonization is a more focused and linear Civilization experience that nevertheless offers the depth and rewards of the classic strategy series.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Armored Core: For Answer Review;7;Good; The latest Armored Core makes up for the series' lack of progress by simply being fun to play.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Armored Core: For Answer Review;7;Good; The latest Armored Core makes up for the series' lack of progress by simply being fun to play.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Pure Review;8;Great; Pure doesn't blaze many new trails, but this off-road racer still delivers an intense, tricked-out thrill ride.;
Feeding Frenzy 2: Shipwreck Showdown Review;6.5;Fair; Shipwreck Showdown improves upon Feeding Frenzy in almost every way, but it's still too easy and too short.;
Pure Review;8;Great; Pure doesn't blaze many new trails, but this off-road racer still delivers an intense, tricked-out thrill ride.;
Lock's Quest Review;8;Great; Lock's Quest's intuitive build mode and frantic, engaging battles are great for an action strategy game on the go.;
Warhammer Online: Age of Reckoning Review;8.5;Great; Engaging player-versus-player combat makes this an online role-playing game to reckon with.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Multiwinia Review;7.5;Good; Multiwinia adds a multiplayer mode and even easier controls to the addictive gameplay and visually striking world of Darwinia.;Former staff writer for GameSpot.co.uk, now digital marketing manager in arts.
Warriors Orochi 2 Review;4;Poor; Warriors Orochi 2 elevates hack-and-slash action to amazing levels of repetitive boredom.;
Baja: Edge of Control Review;6.5;Fair; This off-road racing game does a lot of things well, but the PS3 version looks so bad that it's tough to recommend.;
FIFA Soccer 09 Review;8.5;Great; FIFA 09 plays better than ever before, and a wealth of new modes and features add plenty of longevity.;
Mega Man 9 Review;8.5;Great; The original blue bomber returns in an all new adventure that will bring you back to the good old days of incredibly hard but simple games.;
Warriors Orochi 2 Review;4;Poor; Warriors Orochi 2 elevates hack-and-slash action to amazing levels of repetitive boredom.;
FIFA Soccer 09 Review;8.5;Great; FIFA 09 plays better than ever before, and a wealth of new modes and features add plenty of longevity.;
Samba de Amigo Review;6;Fair; Some fun songs and unique gameplay help get Samba going, but imprecise controls and unreasonable difficulty bungle the beat.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
Lego Batman Review;6.5;Fair; Obtuse puzzles may hinder your enjoyment, but Lego Batman is still fun with a friend.;
de Blob Review;8;Great; Painting the town red, blue, or any other color is a lot of fun in this charming Wii platformer.;
Ubersoldier II: The End of Hitler Review;6.5;Fair; World War II has been done before and done better, but it's never been done like this.;
Disgaea DS Review;8;Great; Disgaea DS is a delightfully evil strategy RPG with enough depth (and prinnies) to entertain you for ages.;
Yggdra Union Review;5.5;Mediocre; Yggdra Union is more fun to say than it is to play.;
The Witcher Enhanced Edition Review;8.5;Great; The Witcher: Enhanced Edition is what this role-playing game should have been when it made its debut a year ago.;
Wario Land: Shake It! Review;7.5;Good; Wario Land doesn't shake any conventions, but it's still a fun, beautiful platformer.;
Baja: Edge of Control Review;7.5;Good; This ambitious racing game delivers a rewarding off-road experience provided you make it past the initially steep learning curve.;
NHL 09 Review;9;Superb; The latest entry in EA's venerable hockey franchise is the best yet.;
NHL 2K9 Review;6;Fair; AI issues and the lack of any significant new features have NHL 2K9 skating backward this year.;
Line Rider 2: Unbound Review;7;Good; In Line Rider 2: Unbound, you'll experience a love-hate relationship with the Bezier curve.;
Line Rider 2: Unbound Review;7;Good; In Line Rider 2: Unbound, you'll experience a love-hate relationship with the Bezier curve.;
Brothers in Arms: Hell's Highway Review;8.5;Great; Hell's Highway proves to be an exciting, engaging ride despite a few bumps along the way.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
RocketBowl Review;5.5;Mediocre; RocketBowl reinvents bowling through the introduction of rockets and minigolf-style courses, but isn't nearly as much fun as it sounds.;
Brothers in Arms: Hell's Highway Review;8.5;Great; Hell's Highway proves to be an exciting, engaging ride despite a few bumps along the way.;Chris enjoys aiming down virtual sights, traipsing through fantastical lands, and striving to be grossly incandescent.
PAIN: Amusement Park Review;5;Mediocre; This expansion pack is painfully short on content.;
Yakuza 2 Review;7.5;Good; An entertaining story and a strong sense of visual style help make this brawling adventure worthwhile.;
Crysis Warhead Review;9;Superb; Warhead is a fantastic stand-alone expansion to a superb shooter, and should be played by anyone who likes games with guns.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Wipeout HD Review;7.5;Good; Wipeout HD may be a rehash of other games in the series, but a bargain price and fantastic 1080p visuals should please new and old fans alike.;
NHL 2K9 Review;5.5;Mediocre; NHL 2K9 on the Wii boasts some innovative controls but suffers from serious AI problems.;
Star Wars: The Force Unleashed Review;7;Good; The wonky camera gets in the way, but extra modes make this a Force-powered adventure worth taking.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Warhammer: Mark of Chaos - Battle March Review;6;Fair; A new campaign featuring orcs and dark elves is the only noteworthy addition in this expansion for Warhammer: Mark of Chaos.;
Mercenaries 2: World in Flames Review;3.5;Bad; Broken, buggy, and boring gameplay leaves Mercenaries 2's world in flames.;
S.T.A.L.K.E.R.: Clear Sky Review;7;Good; Glitches drag it down, but Clear Sky provides plenty of haunting ambience and challenging gameplay.;Kevin VanOrd has a cat named Ollie who refuses to play bass in Rock Band.
Mega Man 9 Review;8.5;Great; The original blue bomber returns in an all new adventure that will bring you back to the good old days of incredibly hard but simple games.;
Mount & Blade Review;6;Fair; Mount & Blade has some innovative ideas, but still needs a lot of work.;
Rhapsody: A Musical Adventure Review;6;Fair; Rhapsody: A Musical Adventure is a lovely remake of a niche PlayStation classic, but it still lacks broad appeal.;
NHL 2K9 Review;6;Fair; AI issues and the lack of any significant new features have NHL 2K9 skating backward this year.;
SNK Arcade Classics Vol. 1 Review;6;Fair; Some of the games in this collection are better than you remember, but many are worse.;
Star Wars: The Force Unleashed Review;5.5;Mediocre; The Force feels quite leashed in the DS version of this Star Wars action game.;
Shred Nebula Review;6.5;Fair; This fast-paced Xbox Live space shooter is a little too retro for its own good.;
Dragon Quest IV: Chapters of the Chosen Review;8;Great; Dragon Quest IV: Chapters of the Chosen is a fitting update for a revered NES and PlayStation classic.;
NHL 09 Review;9;Superb; The latest entry in EA's venerable hockey franchise is the best yet.;
